review_tokens_stemmed,sentimen,classified_text,tweet_text,sentence_score,max_positive,max_negative,kelas
bagus banget weh sat set pagi super keringetan awet malam transfer heboh,"{'classified_text': 'bagus [5] banget weh sat set pagi super [4] keringetan awet malam transfer heboh [2]', 'tweet_text': ' bagus banget weh sat set pagi super keringetan awet malam transfer heboh', 'sentence_score': ['bagus [5] banget weh sat set pagi super [4] keringetan awet malam transfer heboh [2]'], 'max_positive': 5, 'max_negative': -1, 'kelas': 'positif'}",bagus [5] banget weh sat set pagi super [4] keringetan awet malam transfer heboh [2], bagus banget weh sat set pagi super keringetan awet malam transfer heboh,['bagus [5] banget weh sat set pagi super [4] keringetan awet malam transfer heboh [2]'],5,-1,positif
barang bagus pasti original,"{'classified_text': 'barang bagus [5] pasti original', 'tweet_text': ' barang bagus pasti original', 'sentence_score': ['barang bagus [5] pasti original'], 'max_positive': 5, 'max_negative': -1, 'kelas': 'positif'}",barang bagus [5] pasti original, barang bagus pasti original,['barang bagus [5] pasti original'],5,-1,positif
kulit kerut tipe kulit sensitif tipe kulit kombinasi,"{'classified_text': 'kulit kerut [-2] tipe kulit sensitif [-2] tipe kulit kombinasi', 'tweet_text': ' kulit kerut tipe kulit sensitif tipe kulit kombinasi', 'sentence_score': ['kulit kerut [-2] tipe kulit sensitif [-2] tipe kulit kombinasi'], 'max_positive': 1, 'max_negative': -2, 'kelas': 'negatif'}",kulit kerut [-2] tipe kulit sensitif [-2] tipe kulit kombinasi, kulit kerut tipe kulit sensitif tipe kulit kombinasi,['kulit kerut [-2] tipe kulit sensitif [-2] tipe kulit kombinasi'],1,-2,negatif
good,"{'classified_text': 'good', 'tweet_text': ' good', 'sentence_score': ['good'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",good, good,['good'],1,-1,netral
tipe kulit kombinasi tipe kulit normal tipe kulit kering tipe kulit minyak,"{'classified_text': 'tipe kulit kombinasi tipe kulit normal [-1] tipe kulit kering tipe kulit minyak', 'tweet_text': ' tipe kulit kombinasi tipe kulit normal tipe kulit kering tipe kulit minyak', 'sentence_score': ['tipe kulit kombinasi tipe kulit normal [-1] tipe kulit kering tipe kulit minyak'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",tipe kulit kombinasi tipe kulit normal [-1] tipe kulit kering tipe kulit minyak, tipe kulit kombinasi tipe kulit normal tipe kulit kering tipe kulit minyak,['tipe kulit kombinasi tipe kulit normal [-1] tipe kulit kering tipe kulit minyak'],1,-1,netral
cakep,"{'classified_text': 'cakep', 'tweet_text': ' cakep', 'sentence_score': ['cakep'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",cakep, cakep,['cakep'],1,-1,netral
moga hasil,"{'classified_text': 'moga hasil', 'tweet_text': ' moga hasil', 'sentence_score': ['moga hasil'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",moga hasil, moga hasil,['moga hasil'],1,-1,netral
tahan tekstur cair mudah resap,"{'classified_text': 'tahan tekstur cair mudah [3] resap', 'tweet_text': ' tahan tekstur cair mudah resap', 'sentence_score': ['tahan tekstur cair mudah [3] resap'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",tahan tekstur cair mudah [3] resap, tahan tekstur cair mudah resap,['tahan tekstur cair mudah [3] resap'],3,-1,positif
cocok favorite,"{'classified_text': 'cocok [3] favorite', 'tweet_text': ' cocok favorite', 'sentence_score': ['cocok [3] favorite'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",cocok [3] favorite, cocok favorite,['cocok [3] favorite'],3,-1,positif
tipe kulit minyak tipe kulit kering tipe kulit sensitif kulit kerut kulit jerawat tipe kulit normal tipe kulit kombinasi,"{'classified_text': 'tipe kulit minyak tipe kulit kering tipe kulit sensitif [-2] kulit kerut [-2] kulit jerawat tipe kulit normal [-1] tipe kulit kombinasi', 'tweet_text': ' tipe kulit minyak tipe kulit kering tipe kulit sensitif kulit kerut kulit jerawat tipe kulit normal tipe kulit kombinasi', 'sentence_score': ['tipe kulit minyak tipe kulit kering tipe kulit sensitif [-2] kulit kerut [-2] kulit jerawat tipe kulit normal [-1] tipe kulit kombinasi'], 'max_positive': 1, 'max_negative': -2, 'kelas': 'negatif'}",tipe kulit minyak tipe kulit kering tipe kulit sensitif [-2] kulit kerut [-2] kulit jerawat tipe kulit normal [-1] tipe kulit kombinasi, tipe kulit minyak tipe kulit kering tipe kulit sensitif kulit kerut kulit jerawat tipe kulit normal tipe kulit kombinasi,['tipe kulit minyak tipe kulit kering tipe kulit sensitif [-2] kulit kerut [-2] kulit jerawat tipe kulit normal [-1] tipe kulit kombinasi'],1,-2,negatif
bagus kirim cepat terima kasih seller,"{'classified_text': 'bagus [4] kirim cepat [4] terima kasih [4] seller', 'tweet_text': ' bagus kirim cepat terima kasih seller', 'sentence_score': ['bagus [4] kirim cepat [4] terima kasih [4] seller'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",bagus [4] kirim cepat [4] terima kasih [4] seller, bagus kirim cepat terima kasih seller,['bagus [4] kirim cepat [4] terima kasih [4] seller'],4,-1,positif
mantap coba sih tahan enak aplikasi,"{'classified_text': 'mantap [4] coba sih tahan enak [4] aplikasi', 'tweet_text': ' mantap coba sih tahan enak aplikasi', 'sentence_score': ['mantap [4] coba sih tahan enak [4] aplikasi'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",mantap [4] coba sih tahan enak [4] aplikasi, mantap coba sih tahan enak aplikasi,['mantap [4] coba sih tahan enak [4] aplikasi'],4,-1,positif
cepat respon barang coba diupdate,"{'classified_text': 'cepat [4] respon barang coba diupdate', 'tweet_text': ' cepat respon barang coba diupdate', 'sentence_score': ['cepat [4] respon barang coba diupdate'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",cepat [4] respon barang coba diupdate, cepat respon barang coba diupdate,['cepat [4] respon barang coba diupdate'],4,-1,positif
produk sesuai deskripsi packaging rapi aman kirim cepat diskon tokped ribu,"{'classified_text': 'produk sesuai [3] deskripsi packaging rapi [4] aman [5] kirim cepat [4] diskon tokped ribu', 'tweet_text': ' produk sesuai deskripsi packaging rapi aman kirim cepat diskon tokped ribu', 'sentence_score': ['produk sesuai [3] deskripsi packaging rapi [4] aman [5] kirim cepat [4] diskon tokped ribu'], 'max_positive': 5, 'max_negative': -1, 'kelas': 'positif'}",produk sesuai [3] deskripsi packaging rapi [4] aman [5] kirim cepat [4] diskon tokped ribu, produk sesuai deskripsi packaging rapi aman kirim cepat diskon tokped ribu,['produk sesuai [3] deskripsi packaging rapi [4] aman [5] kirim cepat [4] diskon tokped ribu'],5,-1,positif
texture bau sih toleransi ukur ml airless pump overall aman aman kulit normal minyak minggu pakai,"{'classified_text': 'texture bau [-4] sih toleransi [4] ukur ml airless pump overall aman [4] aman [5] kulit normal [-1] minyak minggu pakai', 'tweet_text': ' texture bau sih toleransi ukur ml airless pump overall aman aman kulit normal minyak minggu pakai', 'sentence_score': ['texture bau [-4] sih toleransi [4] ukur ml airless pump overall aman [4] aman [5] kulit normal [-1] minyak minggu pakai'], 'max_positive': 5, 'max_negative': -4, 'kelas': 'positif'}",texture bau [-4] sih toleransi [4] ukur ml airless pump overall aman [4] aman [5] kulit normal [-1] minyak minggu pakai, texture bau sih toleransi ukur ml airless pump overall aman aman kulit normal minyak minggu pakai,['texture bau [-4] sih toleransi [4] ukur ml airless pump overall aman [4] aman [5] kulit normal [-1] minyak minggu pakai'],5,-4,positif
ringan banget coveragenya tipis moga diskon ya pakai hooman copy paste cushion perle pakai perle kulit fair cocok banget kayak dempul,"{'classified_text': 'ringan banget coveragenya tipis [-1] moga diskon ya pakai hooman copy paste cushion perle pakai perle kulit fair cocok [4] banget kayak dempul', 'tweet_text': ' ringan banget coveragenya tipis moga diskon ya pakai hooman copy paste cushion perle pakai perle kulit fair cocok banget kayak dempul', 'sentence_score': ['ringan banget coveragenya tipis [-1] moga diskon ya pakai hooman copy paste cushion perle pakai perle kulit fair cocok [4] banget kayak dempul'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",ringan banget coveragenya tipis [-1] moga diskon ya pakai hooman copy paste cushion perle pakai perle kulit fair cocok [4] banget kayak dempul, ringan banget coveragenya tipis moga diskon ya pakai hooman copy paste cushion perle pakai perle kulit fair cocok banget kayak dempul,['ringan banget coveragenya tipis [-1] moga diskon ya pakai hooman copy paste cushion perle pakai perle kulit fair cocok [4] banget kayak dempul'],4,-1,positif
tau jerawat muncul btw serum merk moga aman,"{'classified_text': 'tau jerawat muncul btw serum merk moga aman [4]', 'tweet_text': ' tau jerawat muncul btw serum merk moga aman', 'sentence_score': ['tau jerawat muncul btw serum merk moga aman [4]'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",tau jerawat muncul btw serum merk moga aman [4], tau jerawat muncul btw serum merk moga aman,['tau jerawat muncul btw serum merk moga aman [4]'],4,-1,positif
kulit jerawat,"{'classified_text': 'kulit jerawat', 'tweet_text': ' kulit jerawat', 'sentence_score': ['kulit jerawat'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",kulit jerawat, kulit jerawat,['kulit jerawat'],1,-1,netral
kali coba checkout pas diskon moga cocok sih,"{'classified_text': 'kali coba checkout pas diskon moga cocok [3] sih', 'tweet_text': ' kali coba checkout pas diskon moga cocok sih', 'sentence_score': ['kali coba checkout pas diskon moga cocok [3] sih'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",kali coba checkout pas diskon moga cocok [3] sih, kali coba checkout pas diskon moga cocok sih,['kali coba checkout pas diskon moga cocok [3] sih'],3,-1,positif
mantap sesuai moga cocok,"{'classified_text': 'mantap [4] sesuai [4] moga cocok [3]', 'tweet_text': ' mantap sesuai moga cocok', 'sentence_score': ['mantap [4] sesuai [4] moga cocok [3]'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",mantap [4] sesuai [4] moga cocok [3], mantap sesuai moga cocok,['mantap [4] sesuai [4] moga cocok [3]'],4,-1,positif
beli diofflinestore mahal banget pas cek dionline store nya potong flashsale langsung beli,"{'classified_text': 'beli diofflinestore mahal [-4] banget pas cek dionline store nya potong [-1] flashsale langsung beli', 'tweet_text': ' beli diofflinestore mahal banget pas cek dionline store nya potong flashsale langsung beli', 'sentence_score': ['beli diofflinestore mahal [-4] banget pas cek dionline store nya potong [-1] flashsale langsung beli'], 'max_positive': 1, 'max_negative': -4, 'kelas': 'negatif'}",beli diofflinestore mahal [-4] banget pas cek dionline store nya potong [-1] flashsale langsung beli, beli diofflinestore mahal banget pas cek dionline store nya potong flashsale langsung beli,['beli diofflinestore mahal [-4] banget pas cek dionline store nya potong [-1] flashsale langsung beli'],1,-4,negatif
terima kasih,"{'classified_text': 'terima kasih [4]', 'tweet_text': ' terima kasih', 'sentence_score': ['terima kasih [4]'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",terima kasih [4], terima kasih,['terima kasih [4]'],4,-1,positif
terima kasih,"{'classified_text': 'terima kasih [4]', 'tweet_text': ' terima kasih', 'sentence_score': ['terima kasih [4]'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",terima kasih [4], terima kasih,['terima kasih [4]'],4,-1,positif
terima kasih tumben gift nya,"{'classified_text': 'terima kasih [4] tumben gift nya', 'tweet_text': ' terima kasih tumben gift nya', 'sentence_score': ['terima kasih [4] tumben gift nya'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",terima kasih [4] tumben gift nya, terima kasih tumben gift nya,['terima kasih [4] tumben gift nya'],4,-1,positif
tipe kulit minyak kulit jerawat moga cocok rangkai terima kasih,"{'classified_text': 'tipe kulit minyak kulit jerawat moga cocok [3] rangkai terima kasih [4]', 'tweet_text': ' tipe kulit minyak kulit jerawat moga cocok rangkai terima kasih', 'sentence_score': ['tipe kulit minyak kulit jerawat moga cocok [3] rangkai terima kasih [4]'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",tipe kulit minyak kulit jerawat moga cocok [3] rangkai terima kasih [4], tipe kulit minyak kulit jerawat moga cocok rangkai terima kasih,['tipe kulit minyak kulit jerawat moga cocok [3] rangkai terima kasih [4]'],4,-1,positif
minggu pakai muka bruntusan tau efek samping pakai cocok,"{'classified_text': 'minggu pakai muka bruntusan tau efek samping pakai cocok [3]', 'tweet_text': ' minggu pakai muka bruntusan tau efek samping pakai cocok', 'sentence_score': ['minggu pakai muka bruntusan tau efek samping pakai cocok [3]'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",minggu pakai muka bruntusan tau efek samping pakai cocok [3], minggu pakai muka bruntusan tau efek samping pakai cocok,['minggu pakai muka bruntusan tau efek samping pakai cocok [3]'],3,-1,positif
bagus,"{'classified_text': 'bagus [4]', 'tweet_text': ' bagus', 'sentence_score': ['bagus [4]'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",bagus [4], bagus,['bagus [4]'],4,-1,positif
kirim cepat barang kirim sesuai pesan expired datenya,"{'classified_text': 'kirim cepat [4] barang kirim sesuai [3] pesan expired datenya', 'tweet_text': ' kirim cepat barang kirim sesuai pesan expired datenya', 'sentence_score': ['kirim cepat [4] barang kirim sesuai [3] pesan expired datenya'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",kirim cepat [4] barang kirim sesuai [3] pesan expired datenya, kirim cepat barang kirim sesuai pesan expired datenya,['kirim cepat [4] barang kirim sesuai [3] pesan expired datenya'],4,-1,positif
cocok kulit kering tarik kirim cepat mantap,"{'classified_text': 'cocok [3] kulit kering tarik kirim cepat [4] mantap [5]', 'tweet_text': ' cocok kulit kering tarik kirim cepat mantap', 'sentence_score': ['cocok [3] kulit kering tarik kirim cepat [4] mantap [5]'], 'max_positive': 5, 'max_negative': -1, 'kelas': 'positif'}",cocok [3] kulit kering tarik kirim cepat [4] mantap [5], cocok kulit kering tarik kirim cepat mantap,['cocok [3] kulit kering tarik kirim cepat [4] mantap [5]'],5,-1,positif
lipstik mudah patah saran pakai ulur,"{'classified_text': 'lipstik mudah [3] patah saran pakai ulur', 'tweet_text': ' lipstik mudah patah saran pakai ulur', 'sentence_score': ['lipstik mudah [3] patah saran pakai ulur'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",lipstik mudah [3] patah saran pakai ulur, lipstik mudah patah saran pakai ulur,['lipstik mudah [3] patah saran pakai ulur'],3,-1,positif
barang lengkap packing aman rapi coba productnya moga cocok tipe kulit normal,"{'classified_text': 'barang lengkap packing aman [4] rapi [5] coba productnya moga cocok [3] tipe kulit normal [-1]', 'tweet_text': ' barang lengkap packing aman rapi coba productnya moga cocok tipe kulit normal', 'sentence_score': ['barang lengkap packing aman [4] rapi [5] coba productnya moga cocok [3] tipe kulit normal [-1]'], 'max_positive': 5, 'max_negative': -1, 'kelas': 'positif'}",barang lengkap packing aman [4] rapi [5] coba productnya moga cocok [3] tipe kulit normal [-1], barang lengkap packing aman rapi coba productnya moga cocok tipe kulit normal,['barang lengkap packing aman [4] rapi [5] coba productnya moga cocok [3] tipe kulit normal [-1]'],5,-1,positif
baca review nya bagus mudah cocok terima kasih bonus pas banget pas butuh,"{'classified_text': 'baca review nya bagus [4] mudah [4] cocok [4] terima kasih [4] bonus [4] pas banget pas butuh', 'tweet_text': ' baca review nya bagus mudah cocok terima kasih bonus pas banget pas butuh', 'sentence_score': ['baca review nya bagus [4] mudah [4] cocok [4] terima kasih [4] bonus [4] pas banget pas butuh'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",baca review nya bagus [4] mudah [4] cocok [4] terima kasih [4] bonus [4] pas banget pas butuh, baca review nya bagus mudah cocok terima kasih bonus pas banget pas butuh,['baca review nya bagus [4] mudah [4] cocok [4] terima kasih [4] bonus [4] pas banget pas butuh'],4,-1,positif
cocok kulit pakai jerawat biji pipi radang malam kasih besok mending kempes,"{'classified_text': 'cocok [3] kulit pakai jerawat biji pipi radang [-3] malam kasih besok mending kempes', 'tweet_text': ' cocok kulit pakai jerawat biji pipi radang malam kasih besok mending kempes', 'sentence_score': ['cocok [3] kulit pakai jerawat biji pipi radang [-3] malam kasih besok mending kempes'], 'max_positive': 3, 'max_negative': -3, 'kelas': 'netral'}",cocok [3] kulit pakai jerawat biji pipi radang [-3] malam kasih besok mending kempes, cocok kulit pakai jerawat biji pipi radang malam kasih besok mending kempes,['cocok [3] kulit pakai jerawat biji pipi radang [-3] malam kasih besok mending kempes'],3,-3,netral
